"ElectionDate","Month","Day","Year","RaceCode","id","OfficeDesc","CountyCode","countynum","CountyName","NYT Mention","TBT Mention","Salience"
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","HEN",26,"Hendry",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","HER",27,"Hernando",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","HIG",28,"Highlands",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","HIL",29,"Hillsborough",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","HOL",30,"Holmes",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","IND",31,"Indian River",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","JAC",32,"Jackson",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","JEF",33,"Jefferson",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LAF",34,"Lafayette",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LAK",35,"Lake",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LEE",36,"Lee",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LEO",37,"Leon",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LEV",38,"Levy",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","LIB",39,"Liberty",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","MAD",40,"Madison",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","MAN",41,"Manatee",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","MON",42,"Monroe",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","MRN",43,"Marion",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","MRT",44,"Martin",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","NAS",45,"Nassau",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","OKA",46,"Okaloosa",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","OKE",47,"Okeechobee",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","ORA",48,"Orange",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","OSC",49,"Osceola",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","PAL",50,"Palm Beach",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","PAS",51,"Pasco",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","PIN",52,"Pinellas",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","POL",53,"Polk",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","PUT",54,"Putnam",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","SAN",55,"Santa Rosa",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","SAR",56,"Sarasota",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","SEM",57,"Seminole",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","STJ",58,"St. Johns",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","STL",59,"St. Lucie",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","SUM",60,"Sumter",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","SUW",61,"Suwannee",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","TAY",62,"Taylor",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","UNI",63,"Union",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","VOL",64,"Volusia",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","WAK",65,"Wakulla",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","WAL",66,"Walton",,,
"11/6/1984",11,6,1984,4,"A041984","Speech or debate privilege  (Art. III","WAS",67,"Washington",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","ALA",1,"Alachua",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","BAK",2,"Baker",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","BAY",3,"Bay",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","BRA",4,"Bradford",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","BRE",5,"Brevard",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","BRO",6,"Broward",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CAL",7,"Calhoun",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CHA",8,"Charlotte",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CIT",9,"Citrus",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CLA",10,"Clay",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CLL",11,"Collier",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","CLM",12,"Columbia",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","DAD",13,"Miami-Dade",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","DES",14,"Desoto",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","DIX",15,"Dixie",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","DUV",16,"Duval",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","ESC",17,"Escambia",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","FLA",18,"Flagler",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","FRA",19,"Franklin",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","GAD",20,"Gadsden",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","GIL",21,"Gilchrist",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","GLA",22,"Glades",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","GUL",23,"Gulf",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HAM",24,"Hamilton",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HAR",25,"Hardee",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HEN",26,"Hendry",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HER",27,"Hernando",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HIG",28,"Highlands",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HIL",29,"Hillsborough",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","HOL",30,"Holmes",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","IND",31,"Indian River",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","JAC",32,"Jackson",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","JEF",33,"Jefferson",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LAF",34,"Lafayette",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LAK",35,"Lake",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LEE",36,"Lee",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LEO",37,"Leon",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LEV",38,"Levy",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","LIB",39,"Liberty",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","MAD",40,"Madison",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","MAN",41,"Manatee",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","MON",42,"Monroe",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","MRN",43,"Marion",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","MRT",44,"Martin",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","NAS",45,"Nassau",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","OKA",46,"Okaloosa",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","OKE",47,"Okeechobee",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","ORA",48,"Orange",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","OSC",49,"Osceola",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","PAL",50,"Palm Beach",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","PAS",51,"Pasco",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","PIN",52,"Pinellas",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","POL",53,"Polk",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","PUT",54,"Putnam",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","SAN",55,"Santa Rosa",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","SAR",56,"Sarasota",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","SEM",57,"Seminole",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","STJ",58,"St. Johns",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","STL",59,"St. Lucie",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","SUM",60,"Sumter",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","SUW",61,"Suwannee",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","TAY",62,"Taylor",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","UNI",63,"Union",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","VOL",64,"Volusia",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","WAK",65,"Wakulla",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","WAL",66,"Walton",,,
"11/6/1984",11,6,1984,5,"A051984","Election of county commissioners single member district  (Art. VIII","WAS",67,"Washington",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","ALA",1,"Alachua",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","BAK",2,"Baker",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","BAY",3,"Bay",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","BRA",4,"Bradford",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","BRE",5,"Brevard",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","BRO",6,"Broward",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CAL",7,"Calhoun",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CHA",8,"Charlotte",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CIT",9,"Citrus",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CLA",10,"Clay",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CLL",11,"Collier",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","CLM",12,"Columbia",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","DAD",13,"Miami-Dade",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","DES",14,"Desoto",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","DIX",15,"Dixie",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","DUV",16,"Duval",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","ESC",17,"Escambia",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","FLA",18,"Flagler",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","FRA",19,"Franklin",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","GAD",20,"Gadsden",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","GIL",21,"Gilchrist",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","GLA",22,"Glades",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","GUL",23,"Gulf",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HAM",24,"Hamilton",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HAR",25,"Hardee",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HEN",26,"Hendry",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HER",27,"Hernando",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HIG",28,"Highlands",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HIL",29,"Hillsborough",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","HOL",30,"Holmes",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","IND",31,"Indian River",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","JAC",32,"Jackson",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","JEF",33,"Jefferson",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LAF",34,"Lafayette",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LAK",35,"Lake",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LEE",36,"Lee",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LEO",37,"Leon",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LEV",38,"Levy",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","LIB",39,"Liberty",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","MAD",40,"Madison",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","MAN",41,"Manatee",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","MON",42,"Monroe",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","MRN",43,"Marion",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","MRT",44,"Martin",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","NAS",45,"Nassau",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","OKA",46,"Okaloosa",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","OKE",47,"Okeechobee",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","ORA",48,"Orange",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","OSC",49,"Osceola",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","PAL",50,"Palm Beach",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","PAS",51,"Pasco",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","PIN",52,"Pinellas",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","POL",53,"Polk",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","PUT",54,"Putnam",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","SAN",55,"Santa Rosa",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","SAR",56,"Sarasota",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","SEM",57,"Seminole",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","STJ",58,"St. Johns",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","STL",59,"St. Lucie",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","SUM",60,"Sumter",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","SUW",61,"Suwannee",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","TAY",62,"Taylor",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","UNI",63,"Union",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","VOL",64,"Volusia",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","WAK",65,"Wakulla",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","WAL",66,"Walton",,,
"11/6/1984",11,6,1984,6,"A061984","Eligibility to be county court judge  (Art. V","WAS",67,"Washington",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","ALA",1,"Alachua",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","BAK",2,"Baker",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","BAY",3,"Bay",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","BRA",4,"Bradford",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","BRE",5,"Brevard",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","BRO",6,"Broward",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CAL",7,"Calhoun",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CHA",8,"Charlotte",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CIT",9,"Citrus",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CLA",10,"Clay",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CLL",11,"Collier",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","CLM",12,"Columbia",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","DAD",13,"Miami-Dade",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","DES",14,"Desoto",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","DIX",15,"Dixie",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","DUV",16,"Duval",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","ESC",17,"Escambia",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","FLA",18,"Flagler",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","FRA",19,"Franklin",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","GAD",20,"Gadsden",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","GIL",21,"Gilchrist",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","GLA",22,"Glades",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","GUL",23,"Gulf",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HAM",24,"Hamilton",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HAR",25,"Hardee",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HEN",26,"Hendry",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HER",27,"Hernando",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HIG",28,"Highlands",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HIL",29,"Hillsborough",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","HOL",30,"Holmes",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","IND",31,"Indian River",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","JAC",32,"Jackson",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","JEF",33,"Jefferson",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LAF",34,"Lafayette",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LAK",35,"Lake",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LEE",36,"Lee",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LEO",37,"Leon",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LEV",38,"Levy",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","LIB",39,"Liberty",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","MAD",40,"Madison",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","MAN",41,"Manatee",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","MON",42,"Monroe",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","MRN",43,"Marion",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","MRT",44,"Martin",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","NAS",45,"Nassau",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","OKA",46,"Okaloosa",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","OKE",47,"Okeechobee",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","ORA",48,"Orange",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","OSC",49,"Osceola",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","PAL",50,"Palm Beach",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","PAS",51,"Pasco",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","PIN",52,"Pinellas",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","POL",53,"Polk",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","PUT",54,"Putnam",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","SAN",55,"Santa Rosa",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","SAR",56,"Sarasota",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","SEM",57,"Seminole",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","STJ",58,"St. Johns",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","STL",59,"St. Lucie",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","SUM",60,"Sumter",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","SUW",61,"Suwannee",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","TAY",62,"Taylor",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","UNI",63,"Union",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","VOL",64,"Volusia",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","WAK",65,"Wakulla",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","WAL",66,"Walton",,,
"11/6/1984",11,6,1984,7,"A071984","Bonds for state capital projects  (Art. VII","WAS",67,"Washington",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","ALA",1,"Alachua",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","BAK",2,"Baker",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","BAY",3,"Bay",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","BRA",4,"Bradford",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","BRE",5,"Brevard",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","BRO",6,"Broward",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","CAL",7,"Calhoun",,,
"11/6/1984",11,6,1984,8,"A081984","Public education capital outlay bonds - PECO  (Art. XII","CHA",8,"Charlotte",,,
